x,y
0,5.858562951203839
0.9987718071394739,7.715916392637103
1.999673726024195,9.145405752730847
2.998445533163669,13.715840798276453
3.998846249284807,15.000944929508263
5.00006141989677,17.42827985032316
5.99877057669079,19.57213591866047
6.999233943157376,22.713837547718942
8.000449113769339,24.571190989152203
8.999095620217911,27.857277847072606
9.999621637029943,27.715916392637094
10.998268143478523,31.571984729939132
11.99942066374504,32.141966209320785
12.999946680557072,36.42967834599539
13.998593187005637,37.286162452281054
14.999745707272153,38.71565181237478
15.998392213720734,39.14351589371432
16.998918230532766,39.85788260195789
18.00007075079928,39.85788260195789
18.99871725724786,41.000869335147584
19.999243274059893,41.71523604339115
21.000395794326394,44.00120950977056
21.999042300774974,46.42854443058548
22.99956831758701,49.14238197830441
23.998214824035585,49.57326983407037
24.9993673443021,47.429413765733074
25.999893361114133,53.71584079827645
26.9985398675627,52.71497146312883
27.999692387829217,53.14359148807498
28.998338894277797,50.429753940356036
29.998864911089825,51.427599501077225
31.000017431356344,50.85761802169556
31.998663937804924,54.57232490456212
32.99918995461696,49.85674868654798
34.00034247488346,50.2846127678875
34.99898898133204,50.99973541973767
35.99951499814407,52.71497146312883
36.99816150459265,50.429753940356036
37.99931402485917,51.28623804664171
38.9998400416712,49.71463128850586
39.998486548119764,48.572400498922775
40.99963906838628,46.14204180368143
41.99828557483486,45.14419624296028
42.99881159164689,46.5729296594474
43.99996411191341,48.572400498922775
44.99861061836199,49.42888460520844
47.00028915544052,47.715916392637105
47.9989356618891,50.2846127678875
48.99946167870114,51.427599501077225
49.99810818514972,48.572400498922775
50.99926070541623,46.5729296594474
51.999786722228265,45.999924405639334
52.99843322867683,49.14238197830441
53.999585748943346,49.71463128850586
54.99823225539192,47.715916392637105
55.99875827220396,43.57334542843104
56.99991079247047,46.14204180368143
57.99855729891906,44.28771213667459
58.99908331573108,45.28555769739577
60.000235835997586,42.1438560683373
60.99888234244617,41.57085081452924
61.9994083592582,40.71436670824355
62.99805486570678,42.71383754771894
63.9992073859733,42.43035869524133
64.99973340278532,42.571720149676835
65.9983799092339,39.713497373095954
66.9995324295004,40.144385228861914
68.00005844631244,38.57051063990626
68.99870495276102,38.71565181237478
69.99985747302752,36.285293117133456
70.99850397947611,32.28710738178931
71.99902999628816,33.43009411497902
73.00018251655464,34.85882753146614
73.99882902300325,33.28495294251048
74.99935503981527,33.99931965075405
75.99800154626385,34.427939675700195
77.99968008334238,34.427939675700195
78.99832658979096,31.14412064859961
79.99947911005748,27.429413765733067
81.00000512686952,28.430283100880665
81.99865163331808,29.0002645802623
82.99980415358459,27.142911138829035
83.99845066003317,27.9993952451147
84.99897667684522,28.28589787201875
86.00012919711173,28.85890312582681
86.99877570356031,30.284612767887502
87.99930172037233,28.430283100880665
88.99794822682092,26.856408511925007
89.99910074708743,26.42854443058547
90.99962676389944,25.572060324299805
91.99827327034804,25.144196242960263
92.99942579061454,28.143780473976634
93.99995180742658,29.573269834070377
94.99859831387515,33.00147409003287
95.99975083414165,33.28495294251048
96.99839734059024,33.57145556941451
97.99892335740229,33.99931965075405
99.0000758776688,35.42880901084779
99.99872238411737,33.57145556941451
100.9992484009294,32.00060475488527
101.99789490737798,29.573269834070377
102.99904742764448,31.571984729939132
