x,y
0,0.14317126801857144
0.9947329438775926,0.14317126801857144
1.9923609196058154,0.4275592474957245
2.98778867112755,0.5707305155142959
4.980149590733365,0.5707305155142959
5.977545963913537,1.000244319569999
6.972973715435278,1.7141461031028553
7.970022684793368,2.2848766186171514
8.965334635041089,2.857561690691426
9.96296261076931,3.0007329587099862
10.960011580127407,3.571463474224282
11.955323530375125,4.2853652577571495
12.952951506103336,4.42853652577571
13.94768444998093,3.9990227217200065
14.945312425709153,3.9990227217200065
15.94062437595687,4.571707793794281
16.938252351685094,6.856584412411432
17.932985295562688,7.999511360860009
18.9306132712909,8.429025164915712
19.925925221538616,9.427314927925732
20.92297419089671,12.71439042267286
21.918286141144428,14.428536525775716
22.915914116872653,14.571707793794287
23.91122606712037,14.999267041290013
24.908275036478454,14.142193989738574
25.90358698672617,14.142193989738574
26.901214962454397,14.285365257757146
27.898263931812494,12.000488639139995
28.893575882060215,11.42780356706572
29.891203857788437,11.42780356706572
30.885936801666013,11.000244319569994
31.883564777394238,12.284876618617147
32.87887672764195,12.000488639139995
33.875925697000056,13.000732958709992
34.87123764724777,13.857806010261422
35.868865622975996,13.999022721720014
36.8641775732237,13.999022721720014
37.8612265425818,11.570974835084291
38.856538492829515,10.713901783532863
39.85416646855774,10.28634253603714
40.84889941243533,8.713413144392865
41.84652738816356,7.428780845345712
42.84183933841126,6.713413144392861
43.83888830776935,5.715123381382852
44.83651628349758,6.1426826288785765
45.8318282337453,5.8563400928414335
46.82945620947352,5.8563400928414335
47.824189153351114,4.999267041290006
48.82181712907933,4.42853652577571
49.81712907932704,3.2851209381871502
50.81417804868514,4.2853652577571495
51.809489998932854,5.285609577327138
52.80711797466108,5.142438309308576
53.80185091853866,5.57195211336428
54.79947889426688,5.57195211336428
55.7947908445146,5.428780845345709
56.79241882024283,6.2858538968971365
57.787151764120416,4.858050329831413
58.784779739848645,5.142438309308576
59.780091690096356,5.8563400928414335
61.77476863518266,5.8563400928414335
62.77008058543038,6.999755680430004
63.76712955478849,7.713168824822866
64.76244150503621,8.856584412411436
65.76006948076443,8.856584412411436
66.75538143101213,8.142682628878568
67.75243040037023,8.570241876374292
68.74774235061795,9.427314927925732
69.74537032634618,11.000244319569994
70.74010327022376,10.42755924749572
71.73773124595198,9.856828731981436
72.73304319619969,9.142926948448567
73.7300921655578,9.713657463962864
74.7254041158055,8.856584412411436
75.72303209153372,9.142926948448567
76.71834404178144,7.428780845345712
77.71539301113955,8.713413144392865
78.71070496138726,8.856584412411436
79.7083329371155,8.713413144392865
80.70538190647358,7.856340092841436
81.7006938567213,8.570241876374292
82.69832183244951,8.570241876374292
83.69363378269723,8.429025164915712
84.69068275205531,7.428780845345712
85.68599470230305,7.14243830930857
86.68362267803126,7.14243830930857
87.67835562190884,6.999755680430004
88.67598359763706,6.2858538968971365
89.67129554788478,5.57195211336428
90.66834451724289,5.8563400928414335
91.66365646749061,5.142438309308576
92.66128444321883,4.999267041290006
93.65659639346651,4.571707793794281
94.65364536282463,4.858050329831413
95.64895731307234,4.42853652577571
96.64658528880058,3.7146347422428536
97.64363425815867,2.857561690691426
98.63894620840638,2.2848766186171514
99.6365741841346,2.571219154654283
100.63130712801218,2.428047886635723
101.6289351037404,2.7143904226728544
102.62424705398813,3.571463474224282
103.62129602334623,4.571707793794281
104.61660797359393,4.571707793794281
105.61423594932215,5.715123381382852
106.60954789956986,5.428780845345709
107.60659686892798,5.57195211336428
108.60190881917569,4.858050329831413
109.59953679490393,4.2853652577571495
110.5942697387815,3.571463474224282
111.59189771450973,3.4282922062057106
112.58720966475742,2.571219154654283
113.58425863411553,2.857561690691426
114.58188660984375,2.571219154654283
115.57719856009146,2.428047886635723
116.57482653581968,2.14170535059858
117.56955947969726,2.14170535059858
118.56718745542548,3.2851209381871502
119.56249940567322,3.857806010261425
120.55954837503131,4.42853652577571
121.55486032527905,5.428780845345709
122.55248830100727,6.429025164915708
123.54780025125496,7.713168824822866
124.54484922061307,8.999755680430008
125.54016117086078,7.999511360860009
126.537789146589,9.856828731981436
127.53252209046659,9.713657463962864
128.5301500661948,9.713657463962864
129.52546201644253,10.28634253603714
130.5225109858006,9.713657463962864
131.51782293604833,10.42755924749572
132.51545091177655,12.428047886635719
133.51249988113466,11.28463229904716
134.50781183138236,13.141949670168586
135.50543980711058,14.571707793794287
136.5007517573583,15.285609577327143
137.4978007267164,16.85609577327144
138.49311267696413,20.713901783532858
