x,y
0,791.3202752642676
1.1091103933171196,1056.6200798446966
2.220360549450926,1329.594778492238
3.332323959856978,1645.3940961361102
4.443574115990785,1917.852835518636
5.5526845093079045,2136.522821523241
6.66464791971394,2406.8532289375753
7.7758980758477625,2649.966785122314
8.885008469164882,2876.4729024643507
9.996971879570918,3131.8082437391568
11.10822203570474,3330.065591321565
12.220185446110776,3521.905695545337
13.328582585155667,3700.5243436030732
14.440545995561719,3896.7823490335445
15.552509405967752,3983.076536107474
16.66375956210156,4117.612914460405
17.77286995541868,4174.658660698739
18.884833365824733,4284.009777428073
19.99608352195854,4362.72581279708
21.105193915275656,4374.592875892449
22.21644407140948,4385.65375263623
23.328407481815518,4502.067061805471
24.44037089222155,4513.385918181761
25.54876803126646,4491.844618867341
26.660731441672493,4425.737338037162
27.7719815978063,4300.907443357347
28.883945008212354,4300.649463724839
29.99305540152947,4167.112756447879
31.104305557663277,4024.127545130312
32.216268968069315,3875.2410497191245
33.32537936138645,3819.4529541892675
34.43662951752026,3752.055775196549
35.54859292792629,3731.90111640686
36.659843084060114,3664.761917046649
37.76895347737723,3642.5756686509612
38.88091688778327,3640.0603672340076
39.99216704391709,3649.379881458359
41.10413045432313,3588.432193278342
42.21324084764024,3451.2515236922045
43.32449100377405,3508.9422190118103
44.436454414180105,3490.0452109305975
45.544851553225,3567.89056503989
46.656814963631035,3588.3032034620865
47.76877837403708,3607.2002115432992
48.88002853017089,3624.0656300185105
49.989138923488014,3682.884986230338
51.10110233389406,3532.353870661911
52.21235249002787,3461.3127293600182
53.321462883344985,3358.0241339946215
54.43271303947879,3278.7921393605975
55.54467644988485,3162.7980470941825
56.65663986029088,3099.0448304106394
57.76503699933578,3094.3689495714325
58.877000409741825,3098.303138967179
59.98825056587563,3047.5133988171638
61.100213976281665,2988.081340978131
62.20932436959878,2896.6275612540394
63.32057452573261,2878.8592140650494
64.43253793613864,2840.936208086372
65.54164832945577,2793.435708250834
66.65289848558959,2761.4462338198405
67.76486189599564,2744.580815344629
68.87611205212944,2705.013189208712
69.98522244544655,2706.915788998459
71.0971858558526,2688.7604723607074
72.20843601198641,2644.4202230233927
73.32039942239246,2575.8943831384518
74.42950981570957,2526.007571702215
75.5407599718434,2496.5333986881733
76.65272338224942,2452.7091086158757
77.76112052129432,2399.1783348704616
78.87308393170036,2346.002283119748
79.98504734210641,2333.554765851236
81.09629749824022,2323.590302545615
82.20540789155733,2303.951603020942
83.31665804769116,2302.049003231195
84.42862145809718,2291.213858665858
85.54058486850323,2303.951603020942
86.64898200754813,2305.821955356625
87.76094541795418,2289.56923850862
88.8729088283602,2267.286247750741
89.98130596740508,2265.028925966295
91.09326937781114,2253.4198425034347
92.20451953394495,2257.579764077626
93.31648294435101,2219.0440564717414
94.42559333766813,2200.2760382067836
95.53684349380194,2182.5076910177945
96.64880690420796,2150.647206403055
97.7600570603418,2146.100315380101
98.8691674536589,2148.4866269808003
99.98113086406495,2116.4971525498063
101.09238102019876,2063.4823380694093
102.2014914135159,2008.0489645342502
103.31345482392192,2029.9772332974314
104.42470498005572,2059.1934266789635
105.53666839046177,2060.5800672036944
106.64506552950665,2077.316495862652
107.75702893991271,2111.3375598996463
108.86899235031876,2180.9920606768096
109.98024250645258,2242.4557081218436
111.08935289976968,2261.8686754680716
112.20131631017574,2245.615958620067
113.31256646630953,2260.09506549458
114.42167685962667,2292.2135297418276
115.53292701576048,2349.549503066733
116.64489042616653,2418.204332767928
117.75685383657256,2493.889107454967
118.86525097561744,2554.3530838240326
119.97721438602349,2648.0964327866313
121.0884645421573,2727.4574172369094
122.19757493547444,2762.091182901111
123.30953834588048,2812.1069841536014
124.42078850201429,2861.73581595733
125.5327519124203,2910.461719047282
126.64186230573746,2955.575907282121
127.75311246187125,2957.5752494340577
128.8650758722773,3014.5242533102014
129.9763260284111,3083.437062643904
131.08543642172825,3120.715119541312
132.19739983213427,3196.30315186616
133.30864998826806,3266.9573237192935
134.41776038158523,3324.035317411691
135.52972379199124,3453.0251336656975
136.64097394812507,3512.328201688477
137.7529373585311,3526.9685458333065
138.86133449757602,3650.02483053963
139.97329790798202,3705.071234626026
