"province","province_name","age_group","total_expected","total_observed","total_excess","total_excess0","se_excess","total_excess_low","total_excess_high","total_excess0_low","total_excess0_high"
"P0004","Isfahan","75 to 79",4511.338461538883,7342,2830.661538461117,2874.2499999996185,184.1798039812988,2467.245861211924,3194.0772157103097,2510.8343227504256,3237.6656772488113
"P0004","Isfahan","80",19242.878846155603,24839,5596.121153844397,6175.069871793559,543.4111750874364,4523.8855669326385,6668.356740756155,5102.834284881801,7247.3054587053175
"P0005","Alborz","0 to 4",480.4096153845529,418,-62.40961538455292,58.68076923079923,52.20885154773003,-165.4258784789984,40.606647709892584,-44.33549386364628,161.69703232524472
"P0005","Alborz","10 to 14",80.99615384612899,117,36.00384615387101,67.5153846153986,17.500099566719076,1.4734014553128532,70.53429085242917,32.984939916840446,102.04582931395676
"P0005","Alborz","15 to 19",160.14615384618307,248,87.85384615381693,120.27179487177592,25.783761976145115,36.97843463723069,138.72925767040317,69.39638335518968,171.14720638836218
"P0005","Alborz","20 to 24",199.58653846157634,335,135.41346153842366,165.22179487176462,33.77968521444214,68.76083777562759,202.06608530121974,98.56917110896855,231.8744186345607
"P0005","Alborz","25 to 29",289.7442307693642,444,154.2557692306358,183.86602564092146,44.926589759806745,65.60855226587763,242.90298619539396,95.2188086761633,272.51324260567964
"P0005","Alborz","30 to 34",410.96923076939345,664,253.03076923060655,272.7602564101328,48.96060114052644,156.42381430183116,349.63772415938195,176.1533014813574,369.3672113389082
"P0005","Alborz","35 to 39",520.6557692308579,874,353.3442307691421,384.55641025633867,53.34901841833565,248.0782393847245,458.6102221535597,279.2904188719211,489.82240164075625
"P0005","Alborz","40 to 44",570.8096153846886,954,383.19038461531136,420.162820512762,44.536417028689016,295.3130397226166,471.0677295080061,332.28547562006725,508.0401654054567
"P0005","Alborz","45 to 49",773.9442307691967,1263,489.0557692308033,530.7807692307897,52.58107989138714,385.30504115877955,592.8064973028271,427.0300411587659,634.5314973028135
"P0005","Alborz","5 to 9",102.48653846151684,99,-3.4865384615168438,44.25961538462347,18.089484975759884,-39.17993313046973,32.20685620743604,8.566220715670589,79.95301005357635
"P0005","Alborz","50 to 54",900.02307692317,1552,651.97692307683,694.8769230768457,64.1366593529496,525.4252220139945,778.5286241396655,568.3252220140103,821.4286241396812
"P0005","Alborz","55 to 59",1359.3153846153548,2105,745.6846153846452,810.5269230769433,77.47924986250216,592.8058878972402,898.5633428720503,657.6481955895382,963.4056505643483
"P0005","Alborz","60 to 64",1800.2480769234628,2813,1012.7519230765372,1096.975641025328,84.97308616803709,845.086679710078,1180.4171664429964,929.3103976588689,1264.6408843917873
"P0005","Alborz","65 to 69",2102.53653846166,3439,1336.4634615383402,1424.724999999893,95.62656288621439,1147.7772355619309,1525.1496875147495,1236.0387740234837,1613.4112259763024
"P0005","Alborz","70 to 74",1978.8980769234317,3340,1361.1019230765683,1408.4846153843018,110.01111040801115,1144.0327258592524,1578.171120293884,1191.415418166986,1625.5538126016177
"P0005","Alborz","75 to 79",2241.3365384617236,3539,1297.6634615382764,1369.3730769229146,123.16831792024071,1054.6330276630556,1540.693895413497,1126.3426430476939,1612.4035107981354
"P0005","Alborz","80",7031.263461538929,9486,2454.736538461071,2651.2173076918807,259.19552754397756,1943.3030579915142,2966.1700189306284,2139.7838272223235,3162.650788161438
"P0006","Ilam","0 to 4",88.31730769229137,139,50.682692307708635,85.59230769231556,43.07754863046945,-34.316076131455716,135.68146074687297,0.5935392531512065,170.5910761314799
"P0006","Ilam","10 to 14",21.59615384614917,31,9.403846153850829,26.77692307692464,11.225330348087125,-12.745493473040185,31.553185780741842,4.627583450033626,48.92626270381565
"P0006","Ilam","15 to 19",56.71730769233902,83,26.28269230766098,52.66153846152146,16.970143687801134,-7.202066216376593,59.767450831698554,19.176779937483886,86.14629698555903
"P0006","Ilam","20 to 24",95.98461538464704,106,10.015384615352957,48.04358974357272,22.05646986146103,-33.50549421696008,53.536263447665995,4.522710911259679,91.56446857588575
"P0006","Ilam","25 to 29",163.00384615384507,122,-41.003846153845075,36.58974358974407,26.079158825429996,-92.4621220438294,10.454429736139254,-14.868532300240261,88.0480194797284
"P0006","Ilam","30 to 34",139.47692307693939,175,35.523076923060614,73.02692307691282,23.286549016212664,-10.424941255863793,81.47109510198501,27.078904897988416,118.97494125583722
"P0006","Ilam","35 to 39",116.33076923083273,209,92.66923076916727,120.53974358969867,23.083111830726203,47.12262610542251,138.21583543291203,74.99313892595391,166.08634825344342
"P0006","Ilam","40 to 44",133.18076923078002,189,55.819230769219985,91.65769230768612,23.550445755078364,9.35050288159988,102.28795865684009,45.188964420066014,138.12642019530622
"P0006","Ilam","45 to 49",180.85961538463195,240,59.14038461536805,105.17179487178626,26.163273875737158,7.516136521518575,110.76463270921752,53.54754677793679,156.79604296563573
"P0006","Ilam","5 to 9",-17.815384615324433,28,45.81538461532443,53.00384615379659,18.10182960544049,10.097632053384416,81.53313717726445,17.28609359185657,88.7215987157366
"P0006","Ilam","50 to 54",199.05576923075432,309,109.94423076924568,148.97115384616515,26.420844713003277,57.81175496398973,162.07670657450163,96.8386780409092,201.1036296514211
"P0006","Ilam","55 to 59",169.60576923077502,336,166.39423076922498,183.93269230768428,31.07796454814753,105.07252616507505,227.71593537337492,122.61098770353435,245.2543969118342
"P0006","Ilam","60 to 64",304.9134615384846,475,170.08653846151537,213.37307692306234,37.56428716817271,95.96630070194652,244.20677622108423,139.2528391634935,287.4933146826312
"P0006","Ilam","65 to 69",386.6557692307167,540,153.34423076928329,214.29551282054527,36.858559607651465,80.61650431560274,226.07195722296382,141.5677863668647,287.02323927422583
"P0006","Ilam","70 to 74",431.36538461542943,669,237.63461538457057,280.8179487179241,37.06137808064971,164.50669623261356,310.7625345365276,207.69002956596708,353.9458678698811
"P0006","Ilam","75 to 79",320.1307692308348,520,199.8692307691652,246.69230769226215,42.06820460637345,116.86205659910713,282.8764049392233,163.68513352220407,329.6994818623202
"P0006","Ilam","80",1813.33846153846,2004,190.66153846153998,375.31794871796524,82.38536976401431,28.10226594078904,353.2208109822909,212.7586761972143,537.8772212387162
"P0007","Bushehr","0 to 4",299.89230769221587,284,-15.892307692215866,72.26153846157843,42.27595073703415,-99.3093976029684,67.52478221853667,-11.155551449174112,155.67862837233096
"P0007","Bushehr","10 to 14",71.11730769227401,81,9.88269230772599,40.71346153847842,14.789234812071426,-19.298790509858105,39.064175125310086,11.531978720894326,69.89494435606251
"P0007","Bushehr","15 to 19",108.67692307695691,143,34.32307692304309,69.86410256408581,23.252548308739563,-11.557852520492375,80.20400636657855,23.983173120550347,115.74503200762128
"P0007","Bushehr","20 to 24",121.68653846149653,162,40.313461538503475,79.18910256412929,29.065542621413933,-17.037418569116554,97.6643416461235,21.838222456509257,136.53998267174933
"P0007","Bushehr","25 to 29",187.7326923077083,227,39.267307692291695,83.67051282050444,27.259104346160708,-14.519186011286592,93.05380139586998,29.884019116926154,137.45700652408271
"P0007","Bushehr","30 to 34",265.3442307692708,254,-11.34423076927078,65.94871794869937,28.544635447683394,-67.66727921873317,44.97881768019161,9.625669499236977,122.27176639816176
"P0007","Bushehr","35 to 39",267.11923076920857,363,95.88076923079143,146.64871794873426,31.127394653920263,34.461531265341364,157.3000071962415,85.2294799832842,208.06795591418432
"P0007","Bushehr","40 to 44",225.82115384623268,394,168.17884615376732,190.30769230763315,27.442175939142487,114.03112344727774,222.3265688602569,136.15996960114356,244.45541501412274
"P0007","Bushehr","45 to 49",282.53846153849236,404,121.46153846150764,170.5858974358799,32.14729413124078,58.029878660088166,184.89319826292711,107.15423763446043,234.01755723729937
"P0007","Bushehr","5 to 9",57.92499999997345,55,-2.9249999999734513,30.658333333344167,15.416225819199502,-33.34363453864277,27.493634538695865,0.239698794674851,61.07696787201348
"P0007","Bushehr","50 to 54",262.5615384614621,502,239.43846153853792,262.4538461539081,35.51895808886118,169.3539792553455,309.52294382173034,192.3693638707157,332.5383284371005
"P0007","Bushehr","55 to 59",399.7576923076559,621,221.24230769234413,275.65000000002414,39.83284618234837,142.64584673840096,299.8387686462873,197.05353904608097,354.2464609539673
"P0007","Bushehr","60 to 64",704.8903846153682,970,265.10961538463175,330.6557692307847,54.31614714090175,157.9353271506085,372.283903618655,223.48148099676143,437.83005746480796
"P0007","Bushehr","65 to 69",869.7519230771406,1181,311.24807692285935,373.22499999986417,53.1884437567519,206.29892456273808,416.19722928298063,268.2758476397429,478.17415235998544
"P0007","Bushehr","70 to 74",687.4442307692751,1113,425.5557692307249,461.3711538461173,48.27284617983006,330.30586284592744,520.8056756155223,366.12124746131985,556.6210602309147
"P0007","Bushehr","75 to 79",602.8250000000212,948,345.1749999999788,384.61666666665826,60.44340058541301,225.9106784828242,464.4393215171334,265.35234514950366,503.88098818381286
"P0007","Bushehr","80",2534.2076923078216,3029,494.7923076921784,652.0487179486372,114.33165974976056,269.19798811519365,720.3866272691631,426.4543983716525,877.6430375256219
"P0008","Tehran","0 to 4",2283.4384615380154,2234,-49.43846153801542,267.4576923078639,147.503027770534,-340.4850995232423,241.60817644721146,-23.58894567736297,558.5043302930908
"P0008","Tehran","10 to 14",373.8749999999305,407,33.12500000006952,108.50833333337329,45.601860238353964,-56.85463166479626,123.1046316649353,18.52870166850751,198.48796499823908
"P0008","Tehran","15 to 19",893.9519230769641,943,49.048076923035865,188.08653846151657,72.88265049621816,-94.76083815480158,192.8569920008733,44.27762338367913,331.895453539354
"P0008","Tehran","20 to 24",1041.0865384614012,1351,309.91346153859877,380.0692307693249,86.96930296755727,138.30936893648988,481.51755414070766,208.46513816721603,551.6733233714338
"P0008","Tehran","25 to 29",1363.1538461536347,1695,331.84615384636527,427.8384615386367,101.71237298533377,131.15166881563513,532.5406388770954,227.14397650790656,628.5329465693668
"P0008","Tehran","30 to 34",2071.8557692309846,2622,550.1442307690154,647.1442307690697,123.22429811919376,307.00333917000887,793.2851223680219,404.0033391700632,890.2851223680763
"P0008","Tehran","35 to 39",2781.0038461539325,3731,949.9961538460675,1072.2384615383905,122.14692866355625,708.9810813754593,1191.0112263166757,831.2233890677824,1313.2535340089987
"P0008","Tehran","40 to 44",2687.249999999742,4396,1708.7500000002578,1746.6000000002305,125.43353430992042,1461.2499384537261,1956.2500615467895,1499.0999384536988,1994.1000615467622
"P0008","Tehran","45 to 49",3643.7096153845273,5372,1728.2903846154727,1856.8250000000717,154.1634290644487,1424.101728913552,2032.4790403173934,1552.636344298151,2161.0136557019923
"P0008","Tehran","5 to 9",471.0923076923,456,-15.092307692299983,84.21153846154041,43.837846669133505,-101.5912635605941,71.40664817599414,-2.287417406753704,170.71049432983455
"P0008","Tehran","50 to 54",4843.676923077152,7775,2931.3230769228476,3022.315384615184,176.8422360017555,2582.385573604812,3280.260580240883,2673.3778812971486,3371.2528879332194
"P0008","Tehran","55 to 59",6902.2884615391795,10507,3604.7115384608205,3764.899999999422,243.8914356259356,3123.475434733199,4085.947642188442,3283.6638962718007,4246.1361037270435
"P0008","Tehran","60 to 64",8977.153846154408,13979,5001.846153845592,5220.999999999522,294.8996975107673,4419.962738971616,5583.729568719568,4639.1165851255455,5802.883414873498
"P0008","Tehran","65 to 69",10270.150000000638,16441,6170.849999999362,6362.283333332764,312.42799325233494,5554.380504945863,6787.3194950528605,5745.813838279266,6978.752828386263
"P0008","Tehran","70 to 74",11161.511538462451,16633,5471.488461537549,5738.829487178694,354.2538697248452,4772.489943777838,6170.4869792972595,5039.830969418983,6437.828004938405
"P0008","Tehran","75 to 79",11393.811538461508,18130,6736.1884615384915,6900.3166666666975,431.2013835334069,5885.360415030778,7587.016508046205,6049.488620158984,7751.144713174411
"P0008","Tehran","80",39635.490384619676,51541,11905.509615380324,13088.676923073854,1026.4224789642499,9880.216872781555,13930.802357979093,11063.384180475085,15113.969665672623
"P0009","Chahaar Mahal and Bakhtiari","0 to 4",116.24450549443009,245,128.7554945055699,152.12408424913747,54.07322798613677,21.77028860165737,235.74070040948246,45.138878345224924,259.10929015305
"P0009","Chahaar Mahal and Bakhtiari","10 to 14",59.561355311367926,55,-4.561355311367926,27.77335164834772,18.231078832461066,-40.631991287480986,31.509280664745134,-8.29728432776534,63.84398762446078
"P0009","Chahaar Mahal and Bakhtiari","15 to 19",110.07051282051438,134,23.92948717948562,61.90705128204985,25.649381807926257,-26.81844291879868,74.67741727776992,11.15912118376555,112.65498138033415
"P0009","Chahaar Mahal and Bakhtiari","20 to 24",80.56593406591429,134,53.43406593408571,81.34798534799421,32.65312765880356,-11.170946862255477,118.0390787304269,16.742972551653025,145.9529981443354
"P0009","Chahaar Mahal and Bakhtiari","25 to 29",174.98351648352428,172,-2.9835164835242836,60.24358974358698,31.975653094124496,-66.2481292612937,60.28109629424513,-3.0210230341824342,123.5082025213564
"P0009","Chahaar Mahal and Bakhtiari","30 to 34",207.01648351646014,208,0.9835164835398587,79.98901098902189,33.354988922953716,-65.010146013543,66.97717898062271,13.99534849193904,145.98267348610474
"P0009","Chahaar Mahal and Bakhtiari","35 to 39",201.45512820515677,250,48.54487179484323,95.51923076921777,35.15451188051086,-21.00919094674559,118.09893453643205,25.96516802762895,165.0732935108066
"P0009","Chahaar Mahal and Bakhtiari","40 to 44",211.8928571429566,257,45.107142857043414,96.92857142852156,31.306968457825736,-16.834460990733014,107.04874670481985,34.98696758074514,158.870175276298
"P0009","Chahaar Mahal and Bakhtiari","45 to 49",286.5750915751219,287,0.4249084248780832,90.6565934065809,35.57969630368909,-69.97039211136435,70.82020896112051,20.261292870338465,161.0518939428233
"P0009","Chahaar Mahal and Bakhtiari","5 to 9",49.19413919412116,63,13.805860805878837,48.572344322351285,19.724274392339687,-25.21909915602214,52.83082076777981,9.547384360450309,87.59730428425226
"P0009","Chahaar Mahal and Bakhtiari","50 to 54",234.64926739931147,388,153.35073260068853,190.31913919410573,36.352288116045074,81.42684024178345,225.2746249595936,118.39524683520065,262.24303155301084
"P0009","Chahaar Mahal and Bakhtiari","55 to 59",319.3003663003076,504,184.6996336996924,222.94871794876414,46.27365877633142,93.14606650036718,276.25320089901766,131.39515074943893,314.50228514808936
"P0009","Chahaar Mahal and Bakhtiari","60 to 64",474.7875457876434,677,202.2124542123566,254.71428571421973,47.50633583245899,108.22000526739843,296.20490315731473,160.72183676926159,348.70673465917787
"P0009","Chahaar Mahal and Bakhtiari","65 to 69",627.5201465201751,818,190.4798534798249,272.4862637362394,54.45534481684533,82.73862006774904,298.22108689190077,164.7450303241635,380.22749714831525
"P0009","Chahaar Mahal and Bakhtiari","70 to 74",575.6996336997288,1006,430.3003663002712,459.4981684980871,52.46553947294554,326.4960114943774,534.104721106165,355.6938136921933,563.3025233039809
"P0009","Chahaar Mahal and Bakhtiari","75 to 79",632.9010989010092,969,336.09890109899084,369.6300366301151,66.13785244104677,205.24354023053942,466.9542619674422,238.7746757616637,500.4853974985665
"P0009","Chahaar Mahal and Bakhtiari","80",3012.7417582415383,3879,866.2582417584617,1010.646520146678,174.56684587579326,520.8734617929222,1211.6430217240013,665.2617401811383,1356.0313001122177
"P0010","South Khorasan","0 to 4",296.0288461537505,310,13.971153846249479,95.3076923077407,41.04890314940473,-67.02477847590767,94.96708616840662,14.31175998558355,176.30362462989785
"P0010","South Khorasan","10 to 14",38.93461538462117,51,12.065384615378832,39.814102564100025,16.70061999065966,-20.887561327615273,45.01833055837294,6.86115662110592,72.76704850709413
"P0010","South Khorasan","15 to 19",119.55384615385353,99,-20.553846153853527,40.64102564102231,20.784113085718847,-61.56416525397196,20.456472946264903,-0.3692934590961201,81.65134474114075
"P0010","South Khorasan","20 to 24",82.18846153843897,113,30.811538461561028,65.09615384616643,21.859176554015594,-12.320049691795177,73.94312661491723,21.964565692810226,108.22774199952264
"P0010","South Khorasan","25 to 29",79.1423076922512,120,40.857692307748806,68.31282051285103,21.707927403317854,-1.9754575187875645,83.69084213428518,25.479670686314662,111.1459703393874
"P0010","South Khorasan","30 to 34",173.9442307692567,132,-41.944230769256706,36.13461538460132,27.8572851892506,-96.91102921586251,13.022567677349102,-18.83218306200449,91.10141383120713
"P0010","South Khorasan","35 to 39",125.46730769233446,177,51.53269230766554,82.15256410254682,23.770633533879828,4.629499353705953,98.43588526162513,35.24937114858723,129.05575705650642
"P0010","South Khorasan","40 to 44",119.60769230772837,202,82.39230769227163,109.2076923076693,23.586480130128326,35.85247832376189,128.93213706078137,62.66786293915957,155.74752167617905
"P0010","South Khorasan","45 to 49",182.64807692306044,219,36.351923076939556,88.70769230770209,24.301098629532177,-11.597960816126104,84.30180697000522,40.75780841463643,136.65757620076775
"P0010","South Khorasan","5 to 9",65.7461538461883,59,-6.746153846188307,32.78076923075547,13.899155037374742,-34.1713694882462,20.679061795869586,5.355553588697575,60.20598487281336
"P0010","South Khorasan","50 to 54",207.46346153846184,294,86.53653846153816,120.19230769230832,30.950681212632734,25.465983867208756,147.60709305586755,59.12175309797892,181.26286228663773
"P0010","South Khorasan","55 to 59",287.5307692308062,350,62.469230769193814,112.12692307690156,34.55386755183223,-5.710976324538734,130.64943786292636,43.946715983169014,180.3071301706341
"P0010","South Khorasan","60 to 64",395.3000000000361,474,78.6999999999639,156.8999999999799,39.16759099691676,1.416191999987987,155.9838079999398,79.616192000004,234.18380799995583
"P0010","South Khorasan","65 to 69",478.7173076924558,594,115.28269230754421,193.31730769221775,40.95309470492055,34.475805092319334,196.0895795227691,112.51042047699288,274.12419490744264
"P0010","South Khorasan","70 to 74",527.2096153846702,656,128.7903846153298,197.047435897399,48.99580330159701,32.11397029453879,225.46679893612082,100.37102157660799,293.72385021819
"P0010","South Khorasan","75 to 79",792.3230769230217,988,195.67692307697826,301.7153846154175,67.01313762502733,63.449478654974826,327.9043674989817,169.4879401934141,433.94282903742095
"P0010","South Khorasan","80",3401.62884615397,3876,474.3711538460302,764.6698717948123,159.86477056778122,158.93285600705474,789.8094516850057,449.2315739558368,1080.1081696337878
"P0011","Razavi Khorasan","0 to 4",3337.0173076924502,2774,-563.0173076924502,120.32628205125673,167.24290807411973,-893.0138295100761,-233.02078587482436,-209.67023976636915,450.3228038688826
"P0011","Razavi Khorasan","10 to 14",496.00769230769833,453,-43.007692307698335,86.15384615384227,41.34963345524794,-124.59701275062069,38.58162813522402,4.564525710919909,167.74316659676464
"P0011","Razavi Khorasan","15 to 19",740.1769230770294,718,-22.176923077029414,120.11794871790431,56.06584676324683,-132.8036434425461,88.44979728848726,9.491228352387637,230.744669083421
"P0011","Razavi Khorasan","20 to 24",668.0846153845423,856,187.9153846154577,254.92307692312647,59.75977836085993,69.9999571048565,305.8308121260589,137.00764941252527,372.8385044337277
"P0011","Razavi Khorasan","25 to 29",841.5480769232652,981,139.45192307673483,228.23589743578862,65.3031453791459,10.598561896729876,268.3052842567398,99.38253625578366,357.0892586157936
"P0011","Razavi Khorasan","30 to 34",1150.1846153846525,1459,308.8153846153475,389.9307692307461,80.93535378028498,149.11722134413543,468.5135478865596,230.232605959534,549.6289325019582
"P0011","Razavi Khorasan","35 to 39",1318.7923076925672,1886,567.2076923074328,631.4692307690478,80.60940672077845,408.15267377205714,726.2627108428085,472.4142122336722,790.5242493044235
"P0011","Razavi Khorasan","40 to 44",1414.8692307692986,2127,712.1307692307014,770.164102564049,83.77864237100047,546.8223510538282,877.4391874075745,604.8556843871759,935.4725207409222
"P0011","Razavi Khorasan","45 to 49",1767.2461538464117,2617,849.7538461535883,969.5423076921174,108.84126628784931,634.9929351001983,1064.5147572069782,754.7813966387275,1184.3032187455074
"P0011","Razavi Khorasan","5 to 9",623.1499999999576,529,-94.14999999995757,76.15000000001749,49.37453590622366,-191.57371322666296,3.2737132267478017,-21.27371322668789,173.57371322672287
"P0011","Razavi Khorasan","50 to 54",2135.3403846154256,3300,1164.6596153845744,1245.4839743589403,113.58130551925984,940.5458625416161,1388.7733682275327,1021.3702215159819,1469.5977272018986
"P0011","Razavi Khorasan","55 to 59",3504.3596153849426,4693,1188.6403846150574,1350.2429487177212,149.804853456071,893.0518830685904,1484.2288861615243,1054.654447171254,1645.8314502641883
"P0011","Razavi Khorasan","60 to 64",4281.788461539045,6653,2371.211538460955,2498.35897435851,158.828663415071,2057.8176427467815,2684.6054341751287,2184.9650786443362,2811.7528700726834
"P0011","Razavi Khorasan","65 to 69",4819.97692307756,7642,2822.02307692244,2921.053846153317,161.15354421960572,2504.041826276618,3140.004327568262,2603.072595507495,3239.035096799139
"P0011","Razavi Khorasan","70 to 74",4809.298076922965,6703,1893.7019230770347,2122.3653846154803,211.06616461514355,1477.2352340051402,2310.1686121489292,1705.8986955435857,2538.8320736873748
"P0011","Razavi Khorasan","75 to 79",6146.173076923491,9175,3028.826923076509,3141.4461538457876,246.61254910832605,2542.2216351185943,3515.4322110344237,2654.840865887873,3628.0514418037023
"P0011","Razavi Khorasan","80",20538.925000001538,25490,4951.074999998462,5562.074999998822,606.5431838031506,3754.2700455036393,6147.8799544932845,4365.270045503999,6758.879954493645
"P0012","North Khorasan","0 to 4",318.41538461553586,341,22.584615384464144,103.64871794864047,45.25315274154887,-66.70696162742696,111.87619239635525,14.35714093674936,192.94029496053156
"P0012","North Khorasan","10 to 14",44.33269230766682,60,15.667307692333182,41.82884615385812,15.220646057639684,-14.365417262510572,45.70003264717694,11.796121199014369,71.86157110870188
"P0012","North Khorasan","15 to 19",103.56923076920472,137,33.43076923079528,66.43846153847274,20.16969205594628,-6.367200687576727,73.22873914916728,26.640491620100732,106.23643145684474
"P0012","North Khorasan","20 to 24",148.38076923073655,131,-17.380769230736547,43.26282051283507,25.209913642176982,-67.12388786602227,32.36234940454917,-6.480298122450648,93.00593914812079
"P0012","North Khorasan","25 to 29",136.5980769230886,165,28.4019230769114,73.92692307691806,21.361889126128222,-13.748438886131623,70.55228503995443,31.776561113875033,116.07728503996108
"P0012","North Khorasan","30 to 34",120.95769230777043,220,99.04230769222957,118.73461538456252,26.861404414430787,46.04053840961039,152.04407697484874,65.73284610194334,171.7363846671817
"P0012","North Khorasan","35 to 39",191.134615384621,248,56.865384615379014,101.47307692307443,25.0606735148171,7.416740188366177,106.31402904239185,52.02443249606159,150.92172135008727
"P0012","North Khorasan","40 to 44",199.97692307691497,268,68.02307692308503,115.65641025641649,28.2736136330159,12.234797075812558,123.81135677035749,59.86813040914402,171.44469010368897
"P0012","North Khorasan","45 to 49",250.1673076922398,380,129.8326923077602,175.2653846154246,32.19271947634632,66.3114011667532,193.3539834487672,111.74409347441761,238.7866757564316
"P0012","North Khorasan","5 to 9",73.38461538462256,87,13.615384615377437,40.63205128204717,19.18963909682988,-24.248786905025128,51.47955613578,2.7678797616446076,78.49622280244974
"P0012","North Khorasan","50 to 54",390.9230769231449,466,75.07692307685511,158.8064102563738,40.122990831007314,-4.092038833834266,154.24588498754449,79.63744834568442,237.97537216706317
"P0012","North Khorasan","55 to 59",506.4673076922973,696,189.5326923077027,260.22051282051825,48.338074677994804,94.154079852402,284.9113047630034,164.84190036521755,355.59912527581895
"P0012","North Khorasan","60 to 64",755.1038461539837,1005,249.89615384601632,314.96410256401487,59.011982795594086,133.45624442111483,366.3360632709178,198.52419313911338,431.40401198891635
"P0012","North Khorasan","65 to 69",850.3576923077113,1135,284.6423076922887,366.9935897435779,50.17843968062029,185.63236607191425,383.6522493126631,267.98364812320347,466.00353136395233
"P0012","North Khorasan","70 to 74",936.8461538460293,1138,201.15384615397068,298.56666666674346,62.2678521874346,78.28959511020862,324.01809719773274,175.7024156229814,421.4309177105055
"P0012","North Khorasan","75 to 79",988.7000000002095,1435,446.29999999979054,488.44999999983276,72.05066919731956,304.1327146808196,588.4672853187615,346.2827146808618,630.6172853188037
"P0012","North Khorasan","80",3018.6826923080293,3242,223.31730769197065,521.2487179485333,119.49634508258931,-12.467747120021215,459.1023625039625,285.46366313654147,757.0337727605252
"P0013","Khuzestan","0 to 4",2204.536538461664,2263,58.463461538336105,307.86153846145714,128.6271041192649,-195.33801476713057,312.2649378438028,54.060062155990465,561.6630147669239
"P0013","Khuzestan","10 to 14",412.1307692307727,472,59.86923076922727,141.7115384615377,43.12688820207762,-25.226892393112863,144.9653539315674,56.61541529919758,226.80766162387783
"P0013","Khuzestan","15 to 19",617.8865384617062,763,145.1134615382938,217.17243589732584,56.64294651684708,33.34803272993247,256.8788903466551,105.40700708896452,328.93786470568716
"P0013","Khuzestan","20 to 24",772.0865384613219,811,38.91346153867812,168.9596153847309,71.94105518971428,-103.03753812926718,180.86446120662342,27.008615716785613,310.91061505267623
"P0013","Khuzestan","25 to 29",999.092307692581,1081,81.90769230741898,229.53461538447635,67.60484746836035,-51.48728855887191,215.30267317370988,96.13963451818546,362.92959625076725
"P0013","Khuzestan","30 to 34",1160.2019230769802,1431,270.79807692301983,379.0487179486791,73.97579728674758,124.8322115573356,416.7639422887041,233.08285258299486,525.0145833143633
"P0013","Khuzestan","35 to 39",1129.926923076937,1593,463.0730769230629,544.2269230769106,78.92301106724597,307.34558184732145,618.8005719988043,388.4994280011691,699.954418152652
"P0013","Khuzestan","40 to 44",1218.4884615385645,1815,596.5115384614355,652.6410256409532,72.54129624603804,453.3761689262119,739.6469079966591,509.5056561057296,795.7763951761768
"P0013","Khuzestan","45 to 49",1374.9596153847267,2096,721.0403846152733,781.5794871794001,81.77403165103021,559.6873781972972,882.3933910332494,620.226480761424,942.9324935973762
"P0013","Khuzestan","5 to 9",487.51153846144626,475,-12.511538461446264,115.01025641030051,47.50005155826478,-106.23659969655945,81.21352277366692,21.285195175187326,208.73531764541372
"P0013","Khuzestan","50 to 54",1552.8576923077633,2774,1221.1423076922367,1268.8974358973683,87.96068358419917,1047.5820654449408,1394.7025499395327,1095.3371936500723,1442.4576781446642
"P0013","Khuzestan","55 to 59",2370.0653846155974,3664,1293.9346153844026,1385.791025640858,110.66405039516212,1075.5770650333327,1512.2921657354725,1167.433475289788,1604.1485759919278
"P0013","Khuzestan","60 to 64",3128.2153846156875,5009,1880.7846153843125,1938.7358974356448,137.31081878995465,1609.8488063242735,2151.7204244443515,1667.8000883756058,2209.671706495684
"P0013","Khuzestan","65 to 69",3799.788461539089,5628,1828.211538460911,1961.279487178996,144.2328763754532,1543.6174227298143,2112.8056541920078,1676.6853714478993,2245.873602910093
"P0013","Khuzestan","70 to 74",3341.459615385198,5221,1879.540384614802,1962.0544871790212,135.2116232617136,1612.7466179941807,2146.334151235423,1695.2607205584,2228.8482537996424
"P0013","Khuzestan","75 to 79",2976.611538461913,4743,1766.388461538087,1839.7897435894188,158.14792965120938,1454.3377604439124,2078.4391626322617,1527.7390424952441,2151.8404446835934
"P0013","Khuzestan","80",11416.773076923555,13713,2296.226923076445,2807.547435897084,305.25235302582195,1693.9160930678913,2898.5377530849987,2205.2366058885304,3409.858265905638
"P0014","Zanjan","0 to 4",333.3673076924489,383,49.63269230755111,116.4615384614682,58.483090003903214,-65.76362858087832,165.02901319598055,1.0652175730387654,231.85785934989764
"P0014","Zanjan","10 to 14",41.51346153849279,75,33.48653846150721,50.55961538459634,15.514606756432867,2.8737828837216597,64.09929403929276,19.946859806810792,81.17237096238189
"P0014","Zanjan","15 to 19",85.95384615378796,151,65.04615384621204,88.48333333336959,22.86056773914439,19.938663623962846,110.15364406846123,43.375843111120396,133.59082355561878
"P0014","Zanjan","20 to 24",136.92307692310385,142,5.076923076896151,58.50897435896378,25.509353257567767,-45.25703694419932,55.41088309799162,8.175014337868312,108.84293438005926
"P0014","Zanjan","25 to 29",155.87692307695164,163,7.123076923048359,58.907692307677564,28.14101935016478,-48.40357358126638,62.649727427363096,3.3810418033628267,114.43434281199231
"P0014","Zanjan","30 to 34",224.5192307693153,221,-3.5192307693152998,66.47051282047275,29.559384083197067,-61.84453763496289,54.80607609633229,8.145205954825158,124.79581968612034
