"province","province_name","year","week_num","deaths","expected_deaths_mean","expected_deaths_low","expected_deaths_high","se","excess_deaths_mean","excess_deaths_low","excess_deaths_high"
"P0001","East Azerbaijan",1399,7,437,412.0269230769127,292.5871091147878,531.4667370390376,60.53234051326504,24.97307692308732,144.41289088521222,-94.46673703903764
"P0001","East Azerbaijan",1399,8,470,417.62692307691395,298.18710911478865,537.0667370390393,60.53234051326521,52.373076923086046,171.81289088521135,-67.06673703903925
"P0001","East Azerbaijan",1399,9,445,406.4269230769296,286.9871091148022,525.86673703905706,60.532340513266305,38.5730769230704,158.0128908851978,-80.86673703905706
"P0001","East Azerbaijan",1399,10,417,407.2269230769325,287.7871091148044,526.6667370390605,60.5323405132666,9.773076923067492,129.21289088519558,-109.66673703906054
"P0001","East Azerbaijan",1399,11,394,355.0269230769427,235.58710911481296,474.4667370390724,60.53234051326746,38.973076923057306,158.41289088518704,-80.46673703907243
"P0001","East Azerbaijan",1399,12,658,457.2269230769489,337.78710911481875,576.6667370390791,60.53234051326769,200.77307692305112,320.21289088518125,81.33326296092093
"P0001","East Azerbaijan",1399,13,497,399.0269230769236,279.5871091147966,518.4667370390506,60.53234051326608,97.9730769230764,217.4128908852034,-21.4667370390506
"P0001","East Azerbaijan",1399,14,595,429.4269230769305,309.9871091148029,548.8667370390581,60.53234051326636,165.5730769230695,285.0128908851971,46.13326296094192
"P0001","East Azerbaijan",1399,15,547,410.4269230768814,290.9871091147607,529.8667370390021,60.53234051326291,136.5730769231186,256.0128908852393,17.133262960997854
"P0001","East Azerbaijan",1399,16,549,416.8269230769274,297.38710911479996,536.2667370390549,60.532340513266305,132.17307692307259,251.61289088520004,12.733262960945126
"P0001","East Azerbaijan",1399,17,566,474.42692307692323,354.987109114797,593.8667370390494,60.53234051326567,91.57307692307677,211.01289088520298,-27.86673703904944
"P0001","East Azerbaijan",1399,18,586,377.0269230769145,257.58710911478937,496.46673703903963,60.532340513265126,208.9730769230855,328.41289088521063,89.53326296096037
"P0001","East Azerbaijan",1399,19,749,496.8269230769283,377.3871091148013,616.2667370390553,60.53234051326608,252.17307692307168,371.6128908851987,132.73326296094467
"P0001","East Azerbaijan",1399,20,668,448.42692307692414,328.98710911479714,567.8667370390511,60.53234051326608,219.57307692307586,339.01289088520286,100.13326296094885
"P0001","East Azerbaijan",1399,21,523,409.62692307694215,290.18710911481304,529.0667370390713,60.53234051326717,113.37307692305785,232.81289088518696,-6.066737039071313
"P0001","East Azerbaijan",1399,22,525,440.8269230769183,321.38710911479234,560.2667370390443,60.53234051326556,84.17307692308168,203.61289088520766,-35.2667370390443
"P0001","East Azerbaijan",1399,23,541,415.2269230768916,295.7871091147692,534.666737039014,60.53234051326377,125.77307692310842,245.21289088523082,6.333262960985962
"P0001","East Azerbaijan",1399,24,527,425.22692307695525,305.7871091148238,544.6667370390867,60.53234051326832,101.77307692304475,221.2128908851762,-17.666737039086684
"P0001","East Azerbaijan",1399,25,609,391.22692307692705,271.78710911480005,510.66673703905406,60.53234051326608,217.77307692307295,337.21289088519995,98.33326296094594
"P0001","East Azerbaijan",1399,26,575,399.02692307690813,279.58710911478363,518.4667370390326,60.532340513264806,175.97307692309187,295.41289088521637,56.53326296096736
"P0001","East Azerbaijan",1399,27,595,405.43141025642853,283.1764946640169,527.6863258488402,61.95903974203307,189.56858974357147,311.8235053359831,67.31367415115983
"P0001","East Azerbaijan",1399,28,713,441.43141025644036,319.17649466402656,563.6863258488542,61.959039742034165,271.56858974355964,393.82350533597344,149.31367415114585
"P0001","East Azerbaijan",1399,29,542,394.9314102563885,272.67649466398325,517.1863258487938,61.959039742029844,147.06858974361148,269.32350533601675,24.813674151206214
"P0001","East Azerbaijan",1399,30,820,399.9314102564276,277.6764946640157,522.1863258488396,61.95903974203324,420.0685897435724,542.3235053359842,297.8136741511604
"P0001","East Azerbaijan",1399,31,792,415.4314102564258,293.1764946640139,537.6863258488377,61.959039742033184,376.5685897435742,498.8235053359861,254.31367415116233
"P0001","East Azerbaijan",1399,32,919,443.68141025643035,321.42649466401815,565.9363258488426,61.959039742033355,475.31858974356965,597.5735053359818,353.06367415115744
"P0001","East Azerbaijan",1399,33,941,443.9314102564085,321.67649466399973,566.1863258488173,61.95903974203163,497.0685897435915,619.3235053360003,374.8136741511827
"P0001","East Azerbaijan",1399,34,1029,438.43141025640034,316.17649466399297,560.6863258488077,61.95903974203088,590.5685897435997,712.823505336007,468.31367415119234
"P0001","East Azerbaijan",1399,35,1026,422.68141025642944,300.4264946640173,544.9363258488416,61.959039742033355,603.3185897435706,725.5735053359826,481.06367415115835
"P0001","East Azerbaijan",1399,36,962,435.93141025640125,313.6764946639941,558.1863258488083,61.95903974203076,526.06858974359875,648.3235053360058,403.81367415119166
"P0001","East Azerbaijan",1399,37,839,425.4314102564067,303.17649466399814,547.6863258488153,61.959039742031514,413.5685897435933,535.8235053360019,291.3136741511847
"P0001","East Azerbaijan",1399,38,797,452.6814102563985,330.4264946639916,574.9363258488054,61.95903974203065,344.3185897436015,466.5735053360084,222.06367415119462
"P0001","East Azerbaijan",1399,39,671,449.93141025641125,327.67649466400195,572.1863258488205,61.95903974203186,221.06858974358875,343.32350533599805,98.8136741511795
"P0001","East Azerbaijan",1399,40,598,487.1814102564276,364.9264946640155,609.4363258488398,61.959039742033355,110.81858974357237,233.07350533598452,-11.436325848839829
"P0001","East Azerbaijan",1399,41,625,488.43141025641035,366.17649466400155,610.6863258488191,61.95903974203163,136.56858974358965,258.82350533599845,14.313674151180862
"P0001","East Azerbaijan",1399,42,524,514.6814102564094,392.42649466400036,636.9363258488185,61.95903974203174,9.318589743590564,131.57350533599964,-112.93632584881846
"P0001","East Azerbaijan",1399,43,475,485.9314102564131,363.6764946640033,608.1863258488229,61.95903974203215,-10.931410256413074,111.32350533599669,-133.1863258488229
